season,year,hour,day,count
1,0,14,4,142
1,0,15,4,177
1,0,16,4,177
1,0,17,4,240
1,0,18,4,207
1,0,19,4,135
1,0,20,4,96
1,0,21,4,68
1,0,22,4,55
1,0,23,4,45
1,0,0,5,30
1,0,1,5,20
1,0,2,5,12
1,0,3,5,6
1,0,4,5,2
1,0,5,5,10
1,0,6,5,32
1,0,7,5,95
1,0,8,5,205
1,0,9,5,194
1,0,10,5,118
1,0,11,5,171
1,0,12,5,197
1,0,13,5,207
1,0,14,5,245
1,0,15,5,292
1,0,16,5,283
1,0,17,5,242
1,0,18,5,182
1,0,19,5,112
1,0,20,5,91
1,0,21,5,95
1,0,22,5,85
1,0,23,5,73
1,0,0,6,44
1,0,1,6,35
1,0,2,6,28
1,0,3,6,18
1,0,4,6,10
1,0,5,6,1
1,0,6,6,6
1,0,7,6,19
1,0,8,6,49
1,0,9,6,90
1,0,10,6,128
1,0,11,6,217
1,0,12,6,273
1,0,13,6,313
1,0,14,6,300
1,0,15,6,253
1,0,16,6,195
1,0,17,6,129
1,0,18,6,93
1,0,19,6,92
1,0,20,6,71
1,0,21,6,52
1,0,22,6,38
1,0,23,6,31
1,1,0,0,48
1,1,1,0,93
1,1,2,0,75
1,1,3,0,52
1,1,4,0,8
1,1,5,0,5
1,1,6,0,2
1,1,7,0,7
1,1,8,0,14
1,1,9,0,40
1,1,10,0,70
1,1,11,0,138
1,1,12,0,201
1,1,13,0,223
1,1,14,0,267
1,1,15,0,265
1,1,16,0,215
1,1,17,0,111
1,1,18,0,106
1,1,19,0,105
1,1,20,0,83
1,1,21,0,71
1,1,22,0,66
1,1,23,0,29
1,1,0,1,39
1,1,1,1,12
1,1,2,1,7
1,1,4,1,4
1,1,5,1,4
1,1,6,1,14
1,1,7,1,16
1,1,8,1,53
1,1,9,1,68
1,1,10,1,109
1,1,11,1,175
1,1,12,1,202
1,1,13,1,176
1,1,14,1,151
1,1,15,1,168
1,1,16,1,154
1,1,17,1,153
1,1,18,1,126
1,1,19,1,93
1,1,20,1,88
1,1,21,1,66
1,1,22,1,39
1,1,23,1,34
1,1,0,2,13
1,1,1,2,6
1,1,2,2,3
1,1,3,2,2
1,1,4,2,5
1,1,5,2,12
1,1,6,2,85
1,1,7,2,170
1,1,8,2,354
1,1,9,2,153
1,1,10,2,60
1,1,11,2,75
1,1,12,2,74
1,1,13,2,73
1,1,14,2,79
1,1,15,2,77
1,1,16,2,136
1,1,17,2,245
1,1,18,2,224
1,1,19,2,156
1,1,20,2,115
1,1,21,2,68
1,1,22,2,33
1,1,23,2,18
1,1,0,3,9
1,1,1,3,3
1,1,2,3,1
1,1,3,3,1
1,1,4,3,2
1,1,5,3,14
1,1,6,3,59
1,1,7,3,152
1,1,8,3,315
1,1,9,3,180
1,1,10,3,64
1,1,11,3,46
1,1,12,3,84
1,1,13,3,91
1,1,14,3,75
1,1,15,3,90
1,1,16,3,131
1,1,17,3,281
1,1,18,3,289
1,1,19,3,184
1,1,20,3,123
1,1,21,3,90
1,1,22,3,52
1,1,23,3,32
1,1,0,4,14
1,1,1,4,5
1,1,2,4,4
1,1,3,4,4
1,1,4,4,5
1,1,5,4,26
1,1,6,4,78
1,1,7,4,215
1,1,8,4,388
1,1,9,4,227
1,1,10,4,86
1,1,11,4,84
1,1,12,4,120
1,1,13,4,118
1,1,14,4,117
1,1,15,4,119
1,1,16,4,197
1,1,17,4,412
1,1,18,4,383
1,1,19,4,265
1,1,20,4,177
1,1,21,4,97
1,1,22,4,71
1,1,23,4,60
1,1,0,5,25
1,1,1,5,8
1,1,2,5,5
1,1,3,5,4
1,1,4,5,3
1,1,5,5,13
1,1,6,5,70
1,1,7,5,205
1,1,8,5,447
1,1,9,5,241
1,1,10,5,116
1,1,11,5,138
1,1,12,5,191
1,1,13,5,204
1,1,14,5,178
1,1,15,5,222
1,1,16,5,294
1,1,17,5,476
1,1,18,5,419
1,1,19,5,272
1,1,20,5,177
1,1,21,5,154
1,1,22,5,135
1,1,23,5,101
1,1,0,6,79
1,1,1,6,62
1,1,2,6,38
1,1,3,6,20
1,1,4,6,10
1,1,5,6,9
1,1,6,6,7
1,1,7,6,20
1,1,8,6,64
1,1,9,6,130
1,1,10,6,203
1,1,11,6,324
1,1,12,6,376
1,1,13,6,445
1,1,14,6,512
1,1,15,6,449
1,1,16,6,401
1,1,17,6,322
1,1,18,6,297
1,1,19,6,215
1,1,20,6,170
1,1,21,6,140
1,1,22,6,109
1,1,23,6,119
1,1,0,0,91
1,1,1,0,72
1,1,2,0,67
1,1,3,0,32
1,1,4,0,6
1,1,5,0,2
1,1,6,0,2
1,1,7,0,24
1,1,8,0,57
1,1,9,0,125
1,1,10,0,208
1,1,11,0,256
1,1,12,0,351
1,1,13,0,343
1,1,14,0,328
1,1,15,0,330
1,1,16,0,314
1,1,17,0,219
1,1,18,0,181
1,1,19,0,112
1,1,20,0,126
1,1,21,0,91
1,1,22,0,58
1,1,23,0,30
1,1,0,1,15
1,1,1,1,5
1,1,2,1,5
1,1,3,1,3
1,1,4,1,4
1,1,5,1,21
1,1,6,1,88
1,1,7,1,240
1,1,8,1,420
1,1,9,1,197
1,1,10,1,108
1,1,11,1,88
1,1,12,1,103
1,1,13,1,80
1,1,14,1,50
1,1,15,1,69
1,1,16,1,49
1,1,17,1,152
1,1,18,1,164
1,1,19,1,190
1,1,20,1,132
1,1,21,1,79
1,1,22,1,62
1,1,23,1,52
1,1,0,2,14
1,1,1,2,5
1,1,2,2,4
1,1,4,2,4
1,1,5,2,23
1,1,6,2,79
1,1,7,2,222
1,1,8,2,471
1,1,9,2,195
1,1,10,2,83
1,1,11,2,101
1,1,12,2,140
1,1,13,2,178
1,1,14,2,106
1,1,15,2,136
1,1,16,2,240
1,1,17,2,460
1,1,18,2,385
1,1,19,2,281
1,1,20,2,200
1,1,21,2,116
1,1,22,2,114
1,1,23,2,41
1,1,0,3,28
1,1,1,3,7
1,1,2,3,5
1,1,3,3,4
1,1,4,3,2
1,1,5,3,22
1,1,6,3,74
1,1,7,3,256
1,1,8,3,499
1,1,9,3,225
1,1,10,3,97
1,1,11,3,99
1,1,12,3,55
1,1,13,3,65
1,1,14,3,73
1,1,15,3,79
1,1,16,3,118
1,1,17,3,134
1,1,18,3,98
1,1,19,3,93
1,1,20,3,57
1,1,21,3,29
1,1,22,3,49
1,1,23,3,9
1,1,0,4,3
1,1,1,4,3
1,1,2,4,2
1,1,3,4,3
1,1,4,4,2
1,1,5,4,16
1,1,6,4,89
1,1,7,4,220
1,1,8,4,508
1,1,9,4,230
1,1,10,4,90
1,1,11,4,119
1,1,12,4,144
1,1,13,4,183
1,1,14,4,156
1,1,15,4,188
1,1,16,4,281
1,1,17,4,495
1,1,18,4,421
1,1,19,4,330
1,1,20,4,240
1,1,21,4,174
1,1,22,4,133
1,1,23,4,67
1,1,0,5,42
1,1,1,5,12
1,1,2,5,14
1,1,3,5,7
1,1,4,5,3
1,1,5,5,21
1,1,6,5,73
1,1,7,5,177
1,1,8,5,419
1,1,9,5,214
1,1,10,5,103
1,1,11,5,114
1,1,12,5,154
1,1,13,5,154
1,1,14,5,129
1,1,15,5,138
1,1,16,5,233
1,1,17,5,332
1,1,18,5,301
1,1,19,5,206
1,1,20,5,136
1,1,21,5,102
1,1,22,5,65
1,1,23,5,65
1,1,0,6,44
1,1,1,6,50
1,1,2,6,38
1,1,3,6,20
1,1,4,6,3
1,1,5,6,4
1,1,6,6,5
1,1,7,6,24
1,1,8,6,92
1,1,9,6,81
1,1,10,6,149
1,1,11,6,178
1,1,12,6,219
1,1,13,6,220
1,1,14,6,231
1,1,15,6,226
1,1,16,6,206
1,1,17,6,144
1,1,18,6,143
1,1,19,6,102
1,1,20,6,103
1,1,21,6,69
1,1,22,6,66
1,1,23,6,76
1,1,0,0,59
1,1,1,0,42
1,1,2,0,43
1,1,3,0,25
1,1,4,0,6
1,1,5,0,5
1,1,6,0,8
1,1,7,0,17
1,1,8,0,36
1,1,9,0,90
1,1,10,0,126
1,1,11,0,165
1,1,12,0,234
1,1,13,0,224
1,1,14,0,188
1,1,15,0,206
1,1,16,0,205
1,1,17,0,146
1,1,18,0,120
1,1,19,0,110
1,1,20,0,95
1,1,21,0,72
1,1,22,0,60
1,1,23,0,29
1,1,0,1,25
1,1,1,1,20
1,1,2,1,17
1,1,3,1,3
1,1,4,1,8
1,1,5,1,6
1,1,6,1,13
1,1,7,1,33
1,1,8,1,78
1,1,9,1,96
1,1,10,1,126
1,1,11,1,179
1,1,12,1,185
1,1,13,1,228
1,1,14,1,181
1,1,15,1,192
1,1,16,1,180
1,1,17,1,193
1,1,18,1,181
1,1,19,1,144
1,1,20,1,90
1,1,21,1,49
1,1,22,1,43
1,1,23,1,28
1,1,0,2,12
1,1,1,2,2
1,1,2,2,12
1,1,4,2,2
1,1,5,2,13
1,1,6,2,57
1,1,7,2,126
1,1,8,2,93
1,1,9,2,68
1,1,10,2,62
1,1,11,2,75
1,1,12,2,86
1,1,13,2,103
1,1,14,2,132
1,1,15,2,129
1,1,16,2,219
1,1,17,2,462
1,1,18,2,463
1,1,19,2,308
1,1,20,2,180
1,1,21,2,180
1,1,22,2,90
1,1,23,2,61
1,1,0,3,17
1,1,1,3,10
1,1,2,3,2
1,1,3,3,4
1,1,4,3,1
1,1,5,3,29
1,1,6,3,88
1,1,7,3,263
1,1,8,3,489
1,1,9,3,202
1,1,10,3,93
1,1,11,3,114
1,1,12,3,161
1,1,13,3,130
1,1,14,3,105
1,1,15,3,130
1,1,16,3,176
1,1,17,3,346
1,1,18,3,355
1,1,19,3,256
1,1,20,3,165
1,1,21,3,124
1,1,22,3,78
1,1,23,3,38
1,1,0,4,16
1,1,1,4,5
1,1,2,4,3
1,1,3,4,4
1,1,4,4,1
1,1,5,4,19
1,1,6,4,86
1,1,7,4,206
1,1,8,4,423
1,1,9,4,210
1,1,10,4,108
1,1,11,4,99
1,1,12,4,111
1,1,13,4,124
1,1,14,4,119
1,1,15,4,127
1,1,16,4,193
1,1,17,4,385
1,1,18,4,361
1,1,19,4,234
1,1,20,4,191
1,1,21,4,121
1,1,22,4,90
1,1,23,4,56
1,1,0,5,27
1,1,1,5,15
1,1,2,5,11
1,1,3,5,4
1,1,4,5,3
1,1,5,5,19
1,1,6,5,68
1,1,7,5,185
1,1,8,5,425
1,1,9,5,263
1,1,10,5,97
1,1,11,5,123
1,1,12,5,124
1,1,13,5,156
1,1,14,5,115
1,1,15,5,156
1,1,16,5,174
1,1,17,5,349
1,1,18,5,301
1,1,19,5,192
1,1,20,5,142
1,1,21,5,104
1,1,22,5,72
1,1,23,5,38
1,1,0,6,24
1,1,1,6,23
1,1,2,6,26
1,1,3,6,13
1,1,4,6,1
1,1,5,6,2
1,1,6,6,1
1,1,7,6,13
1,1,8,6,25
1,1,9,6,42
1,1,10,6,45
1,1,11,6,63
1,1,12,6,67
1,1,13,6,76
1,1,14,6,95
1,1,15,6,119
1,1,16,6,118
1,1,17,6,106
1,1,18,6,110
1,1,19,6,85
1,1,20,6,67
1,1,21,6,69
1,1,22,6,59
1,1,23,6,52
1,1,0,0,52
1,1,1,0,50
1,1,2,0,47
1,1,3,0,21
1,1,4,0,2
1,1,5,0,3
1,1,6,0,4
1,1,7,0,13
1,1,8,0,32
1,1,9,0,63
1,1,10,0,129
1,1,11,0,133
1,1,12,0,185
1,1,13,0,199
1,1,14,0,182
1,1,15,0,176
1,1,16,0,155
1,1,17,0,108
1,1,18,0,121
1,1,19,0,89
1,1,20,0,74
1,1,21,0,44
1,1,22,0,58
1,1,23,0,37
1,1,0,1,19
1,1,1,1,4
1,1,2,1,2
1,1,3,1,1
1,1,4,1,1
1,1,5,1,19
1,1,6,1,42
1,1,7,1,122
1,1,8,1,272
1,1,9,1,211
1,1,10,1,149
1,1,11,1,62
1,1,12,1,62
1,1,13,1,37
1,1,14,1,61
1,1,15,1,74
1,1,16,1,122
1,1,17,1,276
1,1,18,1,282
1,1,19,1,220
1,1,20,1,169
1,1,21,1,120
1,1,22,1,68
1,1,23,1,37
1,1,0,2,25
1,1,1,2,9
1,1,2,2,8
1,1,3,2,3
1,1,4,2,2
1,1,5,2,26
1,1,6,2,89
1,1,7,2,232
1,1,8,2,490
1,1,9,2,255
1,1,10,2,116
1,1,11,2,153
1,1,12,2,175
1,1,13,2,203
1,1,14,2,173
1,1,15,2,208
1,1,16,2,278
1,1,17,2,515
1,1,18,2,423
1,1,19,2,331
1,1,20,2,229
1,1,21,2,172
1,1,22,2,125
1,1,23,2,99
1,1,0,3,31
1,1,1,3,13
1,1,2,3,6
1,1,3,3,1
1,1,4,3,4
1,1,5,3,33
1,1,6,3,88
1,1,7,3,257
1,1,8,3,513
1,1,9,3,236
1,1,10,3,141
1,1,11,3,157
1,1,12,3,193
1,1,13,3,212
1,1,14,3,160
1,1,15,3,155
1,1,16,3,246
1,1,17,3,470
1,1,18,3,439
1,1,19,3,316
1,1,20,3,235
1,1,21,3,185
1,1,22,3,113
1,1,23,3,66
1,1,0,4,25
1,1,1,4,21
1,1,2,4,7
1,1,3,4,6
1,1,4,4,3
1,1,5,4,28
1,1,6,4,88
1,1,7,4,239
1,1,8,4,530
1,1,9,4,274
1,1,10,4,108
1,1,11,4,111
1,1,12,4,165
1,1,13,4,173
1,1,14,4,128
1,1,15,4,164
1,1,16,4,224
1,1,17,4,413
1,1,18,4,406
1,1,19,4,313
1,1,20,4,224
1,1,21,4,192
1,1,22,4,142
1,1,23,4,91
1,1,0,5,38
1,1,1,5,29
1,1,2,5,13
1,1,3,5,8
1,1,4,5,4
1,1,5,5,24
1,1,6,5,72
1,1,7,5,134
1,1,8,5,220
1,1,9,5,107
1,1,10,5,126
1,1,11,5,105
1,1,12,5,180
1,1,13,5,201
1,1,14,5,176
1,1,15,5,197
1,1,16,5,267
1,1,17,5,422
1,1,18,5,383
1,1,19,5,251
1,1,20,5,159
1,1,21,5,135
1,1,22,5,119
1,1,23,5,86
1,1,0,6,69
1,1,1,6,58
1,1,2,6,41
1,1,3,6,17
1,1,4,6,8
1,1,5,6,10
1,1,6,6,15
1,1,7,6,31
1,1,8,6,91
1,1,9,6,158
1,1,10,6,191
1,1,11,6,296
1,1,12,6,314
1,1,13,6,373
1,1,14,6,362
1,1,15,6,410
1,1,16,6,407
1,1,17,6,290
1,1,18,6,241
1,1,19,6,206
1,1,20,6,120
1,1,21,6,127
1,1,22,6,103
1,1,23,6,85
1,1,0,0,96
1,1,1,0,73
1,1,2,0,51
1,1,3,0,21
1,1,4,0,5
1,1,5,0,7
1,1,6,0,5
1,1,7,0,12
1,1,8,0,70
1,1,9,0,111
1,1,10,0,191
1,1,11,0,255
1,1,12,0,288
1,1,13,0,316
1,1,14,0,280
1,1,15,0,310
1,1,16,0,322
1,1,17,0,234
1,1,18,0,168
1,1,19,0,159
1,1,20,0,111
1,1,21,0,69
1,1,22,0,64
1,1,23,0,25
1,1,0,1,10
1,1,1,1,9
1,1,2,1,7
1,1,3,1,4
1,1,4,1,5
1,1,5,1,26
1,1,6,1,80
1,1,7,1,225
1,1,8,1,493
1,1,9,1,198
1,1,10,1,85
1,1,11,1,99
1,1,12,1,134
1,1,13,1,132
1,1,14,1,115
1,1,15,1,138
1,1,16,1,221
1,1,17,1,438
1,1,18,1,410
1,1,19,1,306
1,1,20,1,181
1,1,21,1,162
1,1,22,1,94
1,1,23,1,52
1,1,0,2,15
1,1,1,2,8
1,1,2,2,2
1,1,3,2,2
1,1,4,2,1
1,1,5,2,22
1,1,6,2,104
1,1,7,2,279
1,1,8,2,512
1,1,9,2,261
1,1,10,2,144
1,1,11,2,139
1,1,12,2,194
1,1,13,2,198
1,1,14,2,160
1,1,15,2,177
1,1,16,2,307
1,1,17,2,559
1,1,18,2,502
1,1,19,2,328
1,1,20,2,238
1,1,21,2,165
1,1,22,2,129
1,1,23,2,63
1,1,0,3,31
1,1,1,3,4
1,1,2,3,7
1,1,3,3,3
1,1,4,3,1
1,1,5,3,18
1,1,6,3,67
1,1,7,3,208
1,1,8,3,520
1,1,9,3,276
1,1,10,3,133
1,1,11,3,143
1,1,12,3,179
1,1,13,3,186
1,1,14,3,192
1,1,15,3,194
1,1,16,3,283
1,1,17,3,539
1,1,18,3,526
1,1,19,3,335
1,1,20,3,264
1,1,21,3,233
1,1,22,3,140
1,1,23,3,97
1,1,0,4,31
1,1,1,4,17
1,1,2,4,9
1,1,3,4,2
1,1,4,4,1
1,1,5,4,19
1,1,6,4,74
1,1,7,4,205
1,1,8,4,445
1,1,9,4,228
1,1,10,4,78
1,1,11,4,105
1,1,12,4,148
1,1,13,4,137
1,1,14,4,141
1,1,15,4,174
1,1,16,4,229
1,1,17,4,450
1,1,18,4,410
1,1,19,4,327
1,1,20,4,213
1,1,21,4,148
1,1,22,4,109
1,1,23,4,61
1,1,0,5,38
1,1,1,5,22
1,1,2,5,6
1,1,3,5,4
1,1,4,5,2
1,1,5,5,17
1,1,6,5,88
1,1,7,5,226
1,1,8,5,441
1,1,9,5,270
1,1,10,5,129
1,1,11,5,164
1,1,12,5,216
1,1,13,5,198
1,1,14,5,170
1,1,15,5,216
1,1,16,5,311
1,1,17,5,488
1,1,18,5,385
1,1,19,5,267
1,1,20,5,163
1,1,21,5,134
1,1,22,5,119
1,1,23,5,77
1,1,0,6,86
1,1,1,6,43
1,1,2,6,44
1,1,3,6,18
1,1,4,6,6
1,1,5,6,4
1,1,6,6,5
1,1,7,6,28
1,1,8,6,90
1,1,9,6,157
1,1,10,6,224
1,1,11,6,270
1,1,12,6,300
1,1,13,6,302
1,1,14,6,276
1,1,15,6,305
1,1,16,6,143
1,1,17,6,67
1,1,18,6,64
1,1,19,6,80
1,1,20,6,77
1,1,21,6,78
1,1,22,6,95
1,1,23,6,70
1,1,0,0,61
1,1,1,0,51
1,1,2,0,63
1,1,3,0,17
1,1,4,0,9
1,1,5,0,4
1,1,6,0,4
1,1,7,0,16
1,1,8,0,62
1,1,9,0,92
1,1,10,0,148
1,1,11,0,182
1,1,12,0,248
1,1,13,0,274
1,1,14,0,243
1,1,15,0,272
1,1,16,0,296
1,1,17,0,306
1,1,18,0,181
1,1,19,0,69
1,1,20,0,50
1,1,21,0,66
1,1,22,0,191
1,1,23,0,42
1,1,0,1,21
1,1,1,1,6
1,1,2,1,3
1,1,4,1,2
1,1,5,1,17
1,1,6,1,72
1,1,7,1,234
1,1,8,1,444
1,1,9,1,277
1,1,10,1,116
1,1,11,1,116
1,1,12,1,150
1,1,13,1,141
1,1,14,1,140
1,1,15,1,171
1,1,16,1,228
1,1,17,1,430
1,1,18,1,437
1,1,19,1,291
1,1,20,1,201
1,1,21,1,154
1,1,22,1,87
1,1,23,1,46
1,1,0,2,23
1,1,1,2,14
1,1,2,2,4
1,1,3,2,2
1,1,4,2,3
1,1,5,2,15
1,1,6,2,100
1,1,7,2,299
1,1,8,2,529
1,1,9,2,289
1,1,10,2,116
1,1,11,2,129
1,1,12,2,172
1,1,13,2,184
1,1,14,2,138
1,1,15,2,146
1,1,16,2,276
1,1,17,2,509
1,1,18,2,518
1,1,19,2,338
1,1,20,2,212
1,1,21,2,190
1,1,22,2,118
1,1,23,2,51
1,1,0,3,23
1,1,1,3,10
1,1,2,3,1
1,1,3,3,1
1,1,4,3,1
1,1,5,3,20
1,1,6,3,98
1,1,7,3,281
1,1,8,3,508
1,1,9,3,253
1,1,10,3,108
1,1,11,3,102
1,1,12,3,138
1,1,13,3,126
1,1,14,3,108
1,1,15,3,54
1,1,16,3,75
1,1,17,3,155
1,1,18,3,167
1,1,19,3,161
1,1,20,3,125
1,1,21,3,129
1,1,22,3,98
1,1,23,3,60
1,1,0,4,26
1,1,1,4,12
1,1,2,4,2
1,1,3,4,4
1,1,4,4,1
1,1,5,4,18
1,1,6,4,76
1,1,7,4,267
1,1,8,4,484
1,1,9,4,238
1,1,10,4,97
1,1,11,4,99
1,1,12,4,158
1,1,13,4,154
1,1,14,4,144
1,1,15,4,134
1,1,16,4,238
1,1,17,4,399
1,1,18,4,417
1,1,19,4,295
1,1,20,4,199
1,1,21,4,177
1,1,22,4,107
1,1,23,4,84
1,1,0,5,43
1,1,1,5,13
1,1,2,5,16
1,1,3,5,5
1,1,4,5,2
1,1,5,5,17
1,1,6,5,64
1,1,7,5,230
1,1,8,5,448
1,1,9,5,275
1,1,10,5,124
1,1,11,5,153
1,1,12,5,176
1,1,13,5,192
1,1,14,5,146
1,1,15,5,191
1,1,16,5,268
1,1,17,5,396
1,1,18,5,359
1,1,19,5,262
1,1,20,5,151
1,1,21,5,122
1,1,22,5,113
1,1,23,5,65
1,1,0,6,53
1,1,1,6,45
1,1,2,6,26
1,1,3,6,9
1,1,4,6,4
1,1,5,6,2
1,1,6,6,9
1,1,7,6,19
1,1,8,6,78
1,1,9,6,90
1,1,10,6,166
1,1,11,6,183
1,1,12,6,221
1,1,13,6,235
1,1,14,6,243
1,1,15,6,124
1,1,16,6,146
1,1,17,6,144
1,1,18,6,108
1,1,19,6,87
1,1,20,6,63
1,1,21,6,48
1,1,22,6,46
1,1,23,6,20
1,1,0,0,21
1,1,1,0,24
1,1,2,0,27
1,1,3,0,14
1,1,4,0,1
1,1,5,0,3
1,1,6,0,2
1,1,7,0,18
1,1,8,0,26
1,1,9,0,63
1,1,10,0,91
1,1,11,0,124
1,1,12,0,140
1,1,13,0,138
1,1,14,0,111
1,1,15,0,155
1,1,16,0,164
1,1,17,0,87
1,1,18,0,96
1,1,19,0,80
1,1,20,0,57
1,1,21,0,36
1,1,22,0,28
1,1,23,0,23
1,1,0,1,9
1,1,1,1,6
1,1,2,1,4
1,1,3,1,1
1,1,4,1,2
1,1,5,1,17
1,1,6,1,72
1,1,7,1,195
1,1,8,1,417
1,1,9,1,205
1,1,10,1,71
1,1,11,1,90
1,1,12,1,118
1,1,13,1,140
1,1,14,1,135
1,1,15,1,155
1,1,16,1,211
1,1,17,1,407
1,1,18,1,405
1,1,19,1,263
1,1,20,1,214
1,1,21,1,147
1,1,22,1,102
1,1,23,1,36
1,1,0,2,14
1,1,1,2,6
1,1,2,2,3
1,1,3,2,3
1,1,4,2,2
1,1,5,2,22
1,1,6,2,90
1,1,7,2,280
1,1,8,2,513
1,1,9,2,262
1,1,10,2,98
1,1,11,2,112
1,1,12,2,172
1,1,13,2,173
1,1,14,2,124
1,1,15,2,145
1,1,16,2,266
1,1,17,2,523
1,1,18,2,406
1,1,19,2,281
1,1,20,2,184
1,1,21,2,109
1,1,22,2,77
1,1,23,2,57
1,1,0,3,22
1,1,1,3,5
1,1,2,3,4
1,1,3,3,3
1,1,4,3,1
1,1,5,3,25
1,1,6,3,95
1,1,7,3,321
1,1,8,3,515
1,1,9,3,231
1,1,10,3,120
1,1,11,3,138
1,1,12,3,163
1,1,13,3,170
1,1,14,3,134
1,1,15,3,171
1,1,16,3,231
1,1,17,3,487
1,1,18,3,468
1,1,19,3,311
1,1,20,3,211
1,1,21,3,178
1,1,22,3,107
1,1,23,3,58
1,1,0,4,23
1,1,1,4,5
1,1,2,4,7
1,1,3,4,1
1,1,4,4,3
1,1,5,4,20
1,1,6,4,87
1,1,7,4,288
1,1,8,4,498
1,1,9,4,202
1,1,10,4,44
1,1,11,4,71
1,1,12,4,45
1,1,13,4,64
1,1,14,4,31
1,1,15,4,53
1,1,16,4,118
1,1,17,4,289
1,1,18,4,353
1,1,19,4,258
1,1,20,4,216
1,1,21,4,145
1,1,22,4,111
1,1,23,4,73
1,1,0,5,34
1,1,1,5,18
1,1,2,5,12
1,1,3,5,1
1,1,4,5,1
1,1,5,5,16
1,1,6,5,71
1,1,7,5,226
1,1,8,5,520
1,1,9,5,283
1,1,10,5,116
1,1,11,5,142
1,1,12,5,198
1,1,13,5,205
1,1,14,5,170
1,1,15,5,221
1,1,16,5,307
1,1,17,5,465
1,1,18,5,377
1,1,19,5,282
1,1,20,5,171
1,1,21,5,129
1,1,22,5,107
1,1,23,5,82
1,1,0,6,86
1,1,1,6,45
1,1,2,6,45
1,1,3,6,18
1,1,4,6,7
1,1,5,6,1
1,1,6,6,9
1,1,7,6,41
1,1,8,6,102
1,1,9,6,138
1,1,10,6,205
1,1,11,6,286
1,1,12,6,369
1,1,13,6,384
1,1,14,6,427
1,1,15,6,499
1,1,16,6,404
1,1,17,6,364
1,1,18,6,246
1,1,19,6,188
1,1,20,6,148
1,1,21,6,114
1,1,22,6,118
1,1,23,6,74
1,1,0,0,74
1,1,1,0,72
1,1,2,0,48
1,1,3,0,15
1,1,4,0,3
1,1,5,0,2
1,1,6,0,5
1,1,7,0,14
1,1,8,0,56
1,1,9,0,93
1,1,10,0,191
1,1,11,0,226
1,1,12,0,255
1,1,13,0,261
1,1,14,0,237
1,1,15,0,253
1,1,16,0,212
1,1,17,0,157
1,1,18,0,167
1,1,19,0,119
1,1,20,0,103
1,1,21,0,36
1,1,22,0,55
1,1,23,0,35
1,1,0,1,41
1,1,1,1,15
1,1,2,1,20
1,1,3,1,8
1,1,5,1,6
1,1,6,1,10
1,1,7,1,44
1,1,8,1,120
1,1,9,1,110
1,1,10,1,143
1,1,11,1,208
1,1,12,1,281
1,1,13,1,312
1,1,14,1,263
1,1,15,1,289
1,1,16,1,280
1,1,17,1,253
1,1,18,1,242
1,1,19,1,172
1,1,20,1,126
1,1,21,1,98
1,1,22,1,62
1,1,23,1,26
1,1,0,2,12
1,1,1,2,7
1,1,2,2,3
1,1,4,2,2
1,1,5,2,15
1,1,6,2,86
1,1,7,2,279
1,1,8,2,464
1,1,9,2,217
1,1,10,2,85
1,1,11,2,86
1,1,12,2,163
1,1,13,2,131
1,1,14,2,124
1,1,15,2,160
1,1,16,2,254
1,1,17,2,432
1,1,18,2,425
1,1,19,2,304
1,1,20,2,227
1,1,21,2,154
1,1,22,2,100
1,1,23,2,47
1,1,0,3,24
1,1,1,3,7
1,1,2,3,6
1,1,3,3,4
1,1,4,3,2
1,1,5,3,30
1,1,6,3,90
1,1,7,3,302
1,1,8,3,576
1,1,9,3,252
1,1,10,3,139
1,1,11,3,171
1,1,12,3,207
1,1,13,3,190
1,1,14,3,177
1,1,15,3,195
1,1,16,3,298
1,1,17,3,529
1,1,18,3,525
1,1,19,3,327
1,1,20,3,274
1,1,21,3,239
1,1,22,3,147
1,1,23,3,62
1,1,0,4,42
1,1,1,4,15
1,1,2,4,9
1,1,3,4,6
1,1,4,4,1
1,1,5,4,32
1,1,6,4,91
1,1,7,4,326
1,1,8,4,560
1,1,9,4,242
1,1,10,4,148
1,1,11,4,182
1,1,12,4,224
1,1,13,4,218
1,1,14,4,192
1,1,15,4,217
1,1,16,4,343
1,1,17,4,610
1,1,18,4,522
1,1,19,4,369
1,1,20,4,269
1,1,21,4,222
1,1,22,4,137
1,1,23,4,85
1,1,0,5,46
1,1,1,5,18
1,1,2,5,5
1,1,3,5,5
1,1,4,5,2
1,1,5,5,26
1,1,6,5,82
1,1,7,5,272
1,1,8,5,469
1,1,9,5,244
1,1,10,5,141
1,1,11,5,163
1,1,12,5,228
1,1,13,5,183
1,1,14,5,31
1,1,15,5,94
1,1,16,5,178
1,1,17,5,256
1,1,18,5,300
1,1,19,5,233
1,1,20,5,167
1,1,21,5,152
1,1,22,5,106
1,1,23,5,86
1,1,0,6,61
1,1,1,6,46
1,1,2,6,38
1,1,3,6,7
1,1,4,6,2
1,1,5,6,3
1,1,6,6,13
1,1,7,6,23
1,1,8,6,93
1,1,9,6,122
1,1,10,6,183
1,1,11,6,210
1,1,12,6,258
1,1,13,6,226
1,1,14,6,216
1,1,15,6,232
1,1,16,6,195
1,1,17,6,159
1,1,18,6,133
1,1,19,6,149
1,1,20,6,105
1,1,21,6,85
1,1,22,6,82
1,1,23,6,91
1,1,0,0,70
1,1,1,0,55
